time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-01 00:00:00,buy,2.2,1.24,-1.0,0.0,未成交,0
2018-09-01 01:00:00,buy,2.2,1.0,-1.0,0.0,未成交,0
2018-09-01 02:00:00,buy,2.2,0.85,-1.0,0.0,未成交,0
2018-09-01 03:00:00,buy,2.2,0.77,-1.0,0.0,未成交,0
2018-09-01 04:00:00,buy,2.2,0.68,-1.0,0.0,未成交,0
2018-09-01 05:00:00,buy,2.2,0.7,-1.0,0.0,未成交,0
2018-09-01 06:00:00,buy,2.2,0.75,-1.0,0.0,未成交,0
2018-09-01 07:00:00,buy,2.2,0.8,-1.0,0.0,未成交,0
2018-09-01 08:00:00,buy,2.2,0.77,2.3,0.0,未成交,0
2018-09-01 09:00:00,buy,2.2,0.75,2.3,0.0,未成交,0
2018-09-01 10:00:00,buy,2.2,0.25,2.3,0.0,未成交,0
2018-09-01 11:00:00,buy,2.2,0.02,2.3,0.0,未成交,0
2018-09-01 13:00:00,buy,2.2,0.06,2.3,0.0,未成交,0
2018-09-01 14:00:00,buy,2.2,0.14,2.3,0.0,未成交,0
2018-09-01 15:00:00,buy,2.2,0.41,2.3,0.0,未成交,0
2018-09-01 16:00:00,buy,2.2,1.25,2.5,0.0,未成交,0
2018-09-01 17:00:00,buy,2.2,1.94,2.5,0.0,未成交,0
2018-09-01 18:00:00,buy,2.2,2.49,2.5,0.0,未成交,0
2018-09-01 19:00:00,buy,2.2,2.75,2.5,0.0,未成交,0
2018-09-01 20:00:00,buy,2.2,2.75,-1.0,0.0,未成交,0
2018-09-01 21:00:00,buy,2.2,2.76,-1.0,0.0,未成交,0
2018-09-01 22:00:00,buy,2.2,2.43,2.1,0.0,未成交,0
2018-09-01 23:00:00,buy,2.2,1.78,-1.0,0.0,未成交,0
2018-09-02 00:00:00,buy,2.2,1.25,2.5,0.0,未成交,0
2018-09-02 01:00:00,buy,2.2,1.07,-1.0,0.0,未成交,0
2018-09-02 02:00:00,buy,2.2,0.95,-1.0,0.0,未成交,0
2018-09-02 03:00:00,buy,2.2,0.86,-1.0,0.0,未成交,0
2018-09-02 04:00:00,buy,2.2,0.71,-1.0,0.0,未成交,0
2018-09-02 05:00:00,buy,2.2,0.74,-1.0,0.0,未成交,0
